WBodyID	WaterBodyName	DataSource	StationID	StationName	Actual_StationID	Actual_Latitude	Actual_Longitude	DEP_WBID	SampleDate	ActivityDepth	DepthUnits	Parameter	Characteristic	Sample_Fraction	Result_Value	Result_Unit	QACode	Result_Comment	Original_Result_Value	Original_Result_Unit
20000	Boca Ciega Bay	WIN_21FLPDEM	="W7"	 Boca Ciega Bay Central	="W7-A-22-01"	27.73630854	-82.72601328	1694A2	2/1/2022 12:00:00 AM	0.2	m	ChlaC_ugl	Chlorophyll a, corrected for pheophytin		2.2	ug/l	""		2.2	mg/m3
20000	Boca Ciega Bay	WIN_21FLPDEM	="W7"	 Boca Ciega Bay Central	="W7-A-22-01"	27.73630854	-82.72601328	1694A2	2/1/2022 12:00:00 AM	0.2	m	Chla_ugl	Chlorophyll a, uncorrected for pheophytin		2.6	ug/l	""		2.6	mg/m3
20000	Boca Ciega Bay	WIN_21FLPDEM	="W7"	 Boca Ciega Bay Central	="W7-A-22-01"	27.73630854	-82.72601328	1694A2	2/1/2022 12:00:00 AM	0.2	m	chlb_ugl	Chlorophyll b		0.5	ug/l	"U"		0.5	mg/m3
20000	Boca Ciega Bay	WIN_21FLPDEM	="W7"	 Boca Ciega Bay Central	="W7-A-22-01"	27.73630854	-82.72601328	1694A2	2/1/2022 12:00:00 AM	0.2	m	chlc_ugl	Chlorophyll c		0.5	ug/l	"U"		0.5	mg/m3
20000	Boca Ciega Bay	WIN_21FLPDEM	="W7"	 Boca Ciega Bay Central	="W7-B-22-01"	27.73630854	-82.72601328	1694A2	2/1/2022 12:00:00 AM	0.2	m	ChlaC_ugl	Chlorophyll a, corrected for pheophytin		2.9	ug/l	""		2.9	mg/m3
20000	Boca Ciega Bay	WIN_21FLPDEM	="W7"	 Boca Ciega Bay Central	="W7-B-22-01"	27.73630854	-82.72601328	1694A2	2/1/2022 12:00:00 AM	0.2	m	Chla_ugl	Chlorophyll a, uncorrected for pheophytin		3.2	ug/l	""		3.2	mg/m3
20000	Boca Ciega Bay	WIN_21FLPDEM	="W7"	 Boca Ciega Bay Central	="W7-B-22-01"	27.73630854	-82.72601328	1694A2	2/1/2022 12:00:00 AM	0.2	m	chlb_ugl	Chlorophyll b		0.5	ug/l	"U"		0.5	mg/m3
20000	Boca Ciega Bay	WIN_21FLPDEM	="W7"	 Boca Ciega Bay Central	="W7-B-22-01"	27.73630854	-82.72601328	1694A2	2/1/2022 12:00:00 AM	0.2	m	chlc_ugl	Chlorophyll c		0.5	ug/l	"U"		0.5	mg/m3
20000	Boca Ciega Bay	WIN_21FLPDEM	="W7"	 Boca Ciega Bay Central	="W7-C-22-01"	27.73630854	-82.72601328	1694A2	2/1/2022 12:00:00 AM	0.2	m	ChlaC_ugl	Chlorophyll a, corrected for pheophytin		3.1	ug/l	""		3.1	mg/m3
20000	Boca Ciega Bay	WIN_21FLPDEM	="W7"	 Boca Ciega Bay Central	="W7-C-22-01"	27.73630854	-82.72601328	1694A2	2/1/2022 12:00:00 AM	0.2	m	Chla_ugl	Chlorophyll a, uncorrected for pheophytin		3.7	ug/l	""		3.7	mg/m3
20000	Boca Ciega Bay	WIN_21FLPDEM	="W7"	 Boca Ciega Bay Central	="W7-C-22-01"	27.73630854	-82.72601328	1694A2	2/1/2022 12:00:00 AM	0.2	m	chlb_ugl	Chlorophyll b		0.5	ug/l	"U"		0.5	mg/m3
20000	Boca Ciega Bay	WIN_21FLPDEM	="W7"	 Boca Ciega Bay Central	="W7-C-22-01"	27.73630854	-82.72601328	1694A2	2/1/2022 12:00:00 AM	0.2	m	chlc_ugl	Chlorophyll c		0.5	ug/l	""		0.5	mg/m3
20000	Boca Ciega Bay	WIN_21FLPDEM	="W7"	 Boca Ciega Bay Central	="W7-D-22-01"	27.73630854	-82.72601328	1694A2	2/1/2022 12:00:00 AM	0.2	m	ChlaC_ugl	Chlorophyll a, corrected for pheophytin		1.4	ug/l	""		1.4	mg/m3
20000	Boca Ciega Bay	WIN_21FLPDEM	="W7"	 Boca Ciega Bay Central	="W7-D-22-01"	27.73630854	-82.72601328	1694A2	2/1/2022 12:00:00 AM	0.2	m	Chla_ugl	Chlorophyll a, uncorrected for pheophytin		1.9	ug/l	""		1.9	mg/m3
20000	Boca Ciega Bay	WIN_21FLPDEM	="W7"	 Boca Ciega Bay Central	="W7-D-22-01"	27.73630854	-82.72601328	1694A2	2/1/2022 12:00:00 AM	0.2	m	chlb_ugl	Chlorophyll b		0.5	ug/l	"U"		0.5	mg/m3
20000	Boca Ciega Bay	WIN_21FLPDEM	="W7"	 Boca Ciega Bay Central	="W7-D-22-01"	27.73630854	-82.72601328	1694A2	2/1/2022 12:00:00 AM	0.2	m	chlc_ugl	Chlorophyll c		0.5	ug/l	"U"		0.5	mg/m3
20000	Boca Ciega Bay	WIN_21FLPDEM	="W7"	 Boca Ciega Bay Central	="W7-A-22-02"	27.73630854	-82.72601328	1694A2	3/14/2022 12:00:00 AM	0.2	m	ChlaC_ugl	Chlorophyll a, corrected for pheophytin		5.2	ug/l	""		5.2	mg/m3
20000	Boca Ciega Bay	WIN_21FLPDEM	="W7"	 Boca Ciega Bay Central	="W7-A-22-02"	27.73630854	-82.72601328	1694A2	3/14/2022 12:00:00 AM	0.2	m	Chla_ugl	Chlorophyll a, uncorrected for pheophytin		6.5	ug/l	""		6.5	mg/m3
20000	Boca Ciega Bay	WIN_21FLPDEM	="W7"	 Boca Ciega Bay Central	="W7-A-22-02"	27.73630854	-82.72601328	1694A2	3/14/2022 12:00:00 AM	0.2	m	chlb_ugl	Chlorophyll b		0.5	ug/l	"U"		0.5	mg/m3
20000	Boca Ciega Bay	WIN_21FLPDEM	="W7"	 Boca Ciega Bay Central	="W7-A-22-02"	27.73630854	-82.72601328	1694A2	3/14/2022 12:00:00 AM	0.2	m	chlc_ugl	Chlorophyll c		1.1	ug/l	""		1.1	mg/m3
20000	Boca Ciega Bay	WIN_21FLPDEM	="W7"	 Boca Ciega Bay Central	="W7-B-22-02"	27.73630854	-82.72601328	1694A2	3/14/2022 12:00:00 AM	0.2	m	ChlaC_ugl	Chlorophyll a, corrected for pheophytin		3.2	ug/l	""		3.2	mg/m3
